date,location_type,property_type,area,bedrooms,bathrooms,age,distance_to_city,infrastructure_score,interest_rate,inflation_rate,population_growth,price,year,month,quarter
2015-01-05,Urban,Condo,2088.614898932453,2,2,3.6768038055358874,4.338783676831883,7.65772086720205,4.857921947897023,3.1036891015006773,1.2684697225480088,709560.2077088635,2015,1,1
2015-01-05,Metropolitan,Townhouse,2615.7031148865444,3,2,5.513340556143424,4.382689696422072,7.237727745806547,5.122201047382127,1.8781806460893455,2.082789064397859,884376.7193438597,2015,1,1
2015-01-05,Urban,Villa,2636.3406927365068,3,2,0.042209138259382606,13.124032772881291,5.657711010895523,5.091746681299573,2.810107810868992,1.7160038667123785,1166942.7797258398,2015,1,1
2015-01-06,Rural,Condo,2742.688225983929,3,3,23.482358551379065,6.804774873251529,5.984207035807212,4.3748353894934935,2.9269356074805053,1.6094331098984485,461411.25809512276,2015,1,1
2015-01-07,Urban,House,3310.1609692335605,4,3,1.4189443050177386,2.897130100924687,6.980284214779944,5.149946515411954,2.503396259105421,1.2734390149835717,1305250.4074577787,2015,1,1
2015-01-08,Rural,Townhouse,3729.859738857999,5,4,12.738686611416151,6.33464610661215,6.0773862114078225,4.679109993741151,1.9762747069195927,1.696121365012575,526449.5301180894,2015,1,1
2015-01-09,Metropolitan,Villa,1839.6963548724927,3,3,28.09717822791198,11.14148776825104,4.393095024840791,4.966140353105553,2.6401673715028875,1.4066236130086276,945448.8068096148,2015,1,1
2015-01-10,Suburban,Villa,2911.2038991280956,4,3,5.76403545955245,21.222981730452798,6.039093818598469,4.851211615490764,2.221279666787653,1.171241405062116,924642.9650130555,2015,1,1
2015-01-10,Urban,Villa,1590.7917302414485,2,1,50.0,8.326969754931039,6.673435240137966,4.525409339254243,2.482361953026161,1.4682691267440398,656087.6821232641,2015,1,1
2015-01-11,Suburban,Villa,974.740831470406,1,1,3.043219320538362,9.807217975799285,6.6004301585439125,4.9140681373161215,3.7551147066835364,1.2593746156886105,473511.96237616276,2015,1,1
2015-01-11,Suburban,Apartment,1909.9043036161734,3,2,50.0,17.089102626850433,5.4527370621073965,4.385892751487242,2.2035981852396485,1.595654505244879,330990.60693596693,2015,1,1
2015-01-12,Rural,House,1310.1239829061888,2,2,3.091729908637357,10.20073534864785,6.264697257325096,5.0250664382662125,2.1857035434198218,1.7094661131362898,309138.1036467681,2015,1,1
2015-01-12,Urban,Apartment,1346.361296440216,2,1,2.4430833980315603,1.7099650021377697,5.535666941984987,5.257667610243246,2.832023145586317,1.6454740346439385,414434.5024585981,2015,1,1
2015-01-12,Suburban,Condo,1529.4511641517568,2,1,38.81790559315135,6.714321991802662,6.999542017408362,4.81278189186168,3.1103212647830856,1.638930922636261,379575.8159796799,2015,1,1
2015-01-13,Rural,Apartment,2843.6661542706415,3,2,41.26904913786189,2.992683157206843,6.724844309192506,5.284503858934893,2.900959053966562,1.4960878044984698,382520.2419581275,2015,1,1
2015-01-13,Suburban,Apartment,5000.0,6,5,9.785695900896794,20.753746897196915,5.065706309351376,4.830810120913154,2.908202020478578,1.4279736654199082,796032.8964336222,2015,1,1
2015-01-13,Metropolitan,Townhouse,2945.641647294344,4,3,15.337220518539512,2.510597741203436,5.174633291131747,5.153845511771583,2.3911674587192127,1.567368069808969,847398.0320127592,2015,1,1
2015-01-14,Metropolitan,Villa,790.5827396843424,1,1,8.115361226373015,8.946927642162432,4.893297492074081,4.244638009951909,3.116163228177711,1.6741446783186849,636864.2047594215,2015,1,1
2015-01-15,Suburban,Villa,1448.179872736675,2,1,27.055626240349632,25.311165613425786,6.56594925157631,5.3812832794552605,3.464492424166435,1.7524613628867904,465416.9676973565,2015,1,1
2015-01-15,Rural,House,1196.885720639427,1,1,10.824711597946553,5.988276022287207,5.679730343709354,4.858455374732227,2.861808003603698,1.4676710787436478,295878.267383156,2015,1,1
2015-01-15,Metropolitan,Apartment,1794.2918948183442,3,2,39.30073093097783,13.070960651293719,5.569511890933951,5.6470676745389365,3.35438935122869,1.511109437288088,512017.38516677904,2015,1,1
2015-01-16,Suburban,Apartment,1828.2372395795796,3,2,8.862640387935036,7.341315761838375,5.774615827753346,4.3633989244573135,2.844141481093049,1.3149031170503789,414160.65445875,2015,1,1
2015-01-16,Rural,Townhouse,1391.912992537213,2,2,17.42252860303708,21.582188623447568,3.831561196339548,5.052601767509251,2.3397746039160117,1.5091604283041287,221494.17249000995,2015,1,1
2015-01-16,Suburban,Townhouse,1333.600449432776,1,1,16.387003185774518,14.132050818845475,6.648713313939508,4.544167867889773,2.2763787256001056,1.5327013049669822,282284.9572550286,2015,1,1
2015-01-16,Rural,Condo,2819.4594013557985,4,4,1.2727052607343539,3.4050195471745526,5.740991609620039,5.121938151508114,3.484209373532072,1.4953748084625262,381941.3607582382,2015,1,1
2015-01-17,Rural,Apartment,968.9710183458732,1,1,3.1882915925156,9.397801201103839,6.917197144310249,5.274536240860938,2.671796220187855,1.8197501151684243,191800.99379915776,2015,1,1
2015-01-17,Urban,Villa,1084.2300757999615,1,1,12.342419163552796,6.28091722211527,7.084633055385195,5.358083907329943,3.0539099875968776,1.2264145420016854,606977.1645502405,2015,1,1
2015-01-17,Metropolitan,Condo,1701.472617313008,2,2,5.783271313144956,6.723418161338145,4.985297758086343,5.33666331625478,2.5698159234449593,0.9648672727656723,483197.5776510847,2015,1,1
2015-01-17,Suburban,Apartment,2194.1694760196724,2,2,4.905439776392437,3.301517660335903,7.933937879633058,5.123072280778792,3.591407114031378,1.7681859066970003,471109.24919810035,2015,1,1
2015-01-17,Urban,House,4507.7089018893885,6,4,8.658765174443634,2.564597978438387,7.399139127478939,4.728285639531767,2.040610019906345,1.6733891632680955,1516258.749615491,2015,1,1
2015-01-18,Metropolitan,Townhouse,1560.8999065773378,2,2,10.52598343612283,15.84776537803644,3.888370064664027,5.057608202586818,2.921223948971134,1.943629532104746,577533.3050577417,2015,1,1
2015-01-18,Metropolitan,Apartment,2773.7355797823984,4,3,34.67174919260208,12.440915792347235,4.17701712444121,4.6413099758815735,3.1411364541234907,1.456237527425611,635988.6614466091,2015,1,1
2015-01-19,Rural,Condo,2463.582952373471,3,2,7.36770162443798,45.20916722338474,3.810106574631967,5.3703265474245585,3.160994510354376,1.476059055409426,312476.470234077,2015,1,1
2015-01-19,Urban,House,2683.6930927712565,3,2,5.233765620251695,1.9860923403630948,4.1707297769573275,5.006832119059961,2.593659834570463,1.5022433275477376,873829.854720205,2015,1,1
2015-01-19,Rural,Villa,919.2654443973255,1,1,28.749838774278885,2.0659176207412324,6.60525886980859,4.68196881063975,2.848414995287455,1.5915616345132415,245535.97653481227,2015,1,1
2015-01-19,Suburban,House,1755.4378212229358,2,1,3.9536140895751988,15.52207789044788,7.719706905557148,5.515454259104875,2.827739042761987,1.5147418802945765,396924.82869117515,2015,1,1
2015-01-20,Suburban,House,775.6987545212696,1,1,13.90581058850113,11.607523234020842,4.878757550562247,5.750584221906593,3.3313492613185973,1.4883894553832315,276828.97605465294,2015,1,1
2015-01-21,Suburban,Condo,953.9398410664558,1,1,32.78772746702074,6.584068614496584,6.362925328190718,5.05009528715005,2.005520182789791,1.6642991664287887,214177.33663514306,2015,1,1
2015-01-21,Metropolitan,House,1329.8576845932737,3,3,16.198867233290425,18.25513866712378,4.463274929908466,4.9859082629325835,3.3571179867385226,1.6212597568010514,659054.8221049289,2015,1,1
2015-01-21,Suburban,Villa,1970.0929297483235,2,1,17.40989560850095,4.301567250979201,5.497192495504336,5.1807908661267925,3.2390215823334128,1.324129640084752,592319.9307290906,2015,1,1
2015-01-21,Suburban,Apartment,1318.3256403202056,2,2,35.62117549424839,25.17524923225355,3.5950862920762874,5.790275669765716,2.1065580052324444,1.6287356543063343,207550.99666946792,2015,1,1
2015-01-21,Suburban,Villa,3402.6012249158543,5,4,8.00784784047951,1.4247713237483675,7.271207486672242,5.119286604704753,3.507876152580243,1.7771261276246617,1180597.237787656,2015,1,1
2015-01-22,Metropolitan,Villa,1711.675693024756,2,1,12.384549015311055,4.581623191746421,4.9076193472900425,5.676962036259901,2.76996821319352,1.4076575836508796,748815.204742267,2015,1,1
2015-01-22,Suburban,Townhouse,1890.4231439162245,3,2,8.088675514794554,10.119793667969425,4.694045570051119,4.962563082690859,2.1224458525421874,1.6754139866422952,348241.36641116405,2015,1,1
2015-01-22,Rural,Villa,2091.6984067882336,2,2,14.21509437642166,7.126625159144591,6.344489067168633,5.42793303734524,3.311601132216994,1.4857457537279948,553343.2750842451,2015,1,1
2015-01-23,Urban,Villa,2843.0181937927778,4,3,23.203016313133958,13.949514981190514,5.4989677070726675,5.050325801265329,2.95724793220387,1.4731995521503225,1088061.3859094921,2015,1,1
2015-01-23,Suburban,Condo,3363.292446393334,4,3,8.465640055415388,6.623465889801539,6.0535401658337635,5.090681987577105,2.2957475423077236,1.4680255956914954,790172.799176327,2015,1,1
2015-01-23,Suburban,House,2787.518188704804,3,2,15.263060936579336,20.047288713377256,5.132303663128301,5.548523993972216,2.397762118401911,1.0324585803903419,580899.7362040882,2015,1,1
2015-01-24,Rural,Condo,2120.6829485565972,3,2,8.789411168866167,0.9796418440344018,7.048184364541431,5.136088754711757,2.7243036336102375,1.4130162977966414,349738.4881936145,2015,1,1
2015-01-25,Metropolitan,Condo,1457.3132749514978,1,1,1.51790256583446,5.551148464945218,5.216426065379368,5.139287220296275,2.217600135062539,1.6612647854114215,656958.4807608109,2015,1,1
2015-01-25,Rural,Townhouse,1741.7632478961327,2,1,12.36913495654293,4.180278580270713,5.063754168577617,5.611168221639656,2.5248476243580145,1.5144218610082885,267797.49986606167,2015,1,1
2015-01-25,Urban,Condo,1958.3685249979062,3,2,1.0082140996725113,3.447087087102028,8.045397425663477,5.761121582618754,3.188371186520094,1.2621407962206308,864337.4596420939,2015,1,1
2015-01-25,Urban,Condo,2375.685955932029,2,1,13.637646012609043,13.805310864932359,5.958625582402062,5.485859173398123,2.5099937695715133,1.712378305832928,645113.4626622264,2015,1,1
2015-01-25,Rural,Townhouse,1309.1510724792474,2,1,27.4197836784491,1.1789113274593286,6.851611675775975,5.106545045724761,3.0165421678756523,1.4600059954885813,249043.49255071543,2015,1,1
2015-01-26,Suburban,Apartment,1867.0885174264236,2,1,2.5378840463555425,27.29068180761494,2.9631894272295765,5.1602907363623265,3.5752171661229015,1.2756849018676955,323765.3528617836,2015,1,1
2015-01-26,Metropolitan,Condo,3089.6808177304006,3,2,13.604679782683565,6.205215768731089,5.511716483389423,5.34791838912637,2.849681487112894,1.9614764649369427,899440.5784928746,2015,1,1
2015-01-27,Urban,House,4761.500477472729,6,5,2.4616321053764296,4.689114255988931,4.8366056786410585,5.245220081385322,3.5184839660589766,1.6266322897561998,1661523.3551276675,2015,1,1
2015-01-27,Rural,Apartment,805.7474871423809,1,1,7.9131140410343885,6.8732988709883545,8.06793665767132,5.107507304163469,3.230912321668626,1.2740569719644461,146243.6906418582,2015,1,1
2015-01-27,Urban,House,1431.233237413774,2,1,15.12816338564312,14.014014256906059,4.126166528303503,5.384845295198079,3.0827101305783486,1.6035238624515376,494327.9916997714,2015,1,1
2015-01-27,Metropolitan,Villa,1930.3791415717574,3,2,28.009930507105658,3.239806550985999,6.154735345305768,4.8611701407779115,3.216013869345197,1.3412076429428033,1085219.2741308003,2015,1,1
2015-01-27,Suburban,Condo,1624.5891002678256,2,1,4.744534457469728,0.7481397147534046,8.401969928876818,5.048443354918124,3.783270043876805,1.6967202200653613,414468.63257138873,2015,1,1
2015-01-27,Suburban,House,1516.0827765753538,1,1,2.0176492022345203,1.3937449470774046,7.806687532509596,5.572102617136755,2.442250749879704,1.367233070240038,455297.4941757063,2015,1,1
2015-01-27,Suburban,Villa,2122.0283476889454,3,2,0.37750045490094075,6.933693890396092,6.084400957035534,5.391205183992742,3.541220189586742,1.5485352299284632,729746.2550144318,2015,1,1
2015-01-27,Suburban,Villa,3236.1088936834735,5,4,0.910718859974524,1.4397510420955384,5.28624564013361,5.430666223802331,3.0304086428939576,1.3099134263079284,961437.75540024,2015,1,1
2015-01-28,Metropolitan,House,1579.2914572973282,1,1,34.73738976220837,14.65707315353388,5.574336267288156,5.983700305377083,2.950385404888908,1.75166961487121,633968.7334467729,2015,1,1
2015-01-28,Rural,Condo,1067.6488678571252,1,1,10.443588329715276,7.321219493777319,6.555406590034847,5.49855193364759,3.5465626124340788,1.5161373125709645,226910.67531935853,2015,1,1
2015-01-28,Metropolitan,Condo,3319.484599087208,4,3,26.51880533270234,19.06920593670457,4.463521047783523,5.185022324812678,3.4089322682627863,1.967358030058175,792787.6293077995,2015,1,1
2015-01-28,Suburban,Villa,1414.7731562487077,2,1,27.740188514656573,23.62627876456662,5.538799819106372,5.5135656236451975,3.5594397625692427,1.5772309773230238,430323.6010431805,2015,1,1
2015-01-28,Metropolitan,Apartment,2460.7396742286874,3,2,20.815746872751486,12.27485544705305,6.782630434863203,5.351841355995413,2.9481717191573247,1.6371905526857986,651670.6019770791,2015,1,1
2015-01-29,Urban,Villa,738.3273957865949,1,1,16.11086602406905,3.3145368012996497,7.244865463681627,5.999132844997553,3.034728358961479,1.5627421064589821,508301.358633714,2015,1,1
2015-01-29,Urban,House,2270.5685616427154,3,2,37.94412574060149,8.325436828195613,5.8090384361101846,5.490228366568215,3.50729007821409,1.5080859543665983,605386.2584495769,2015,1,1
2015-01-29,Metropolitan,Apartment,1365.1258485952308,3,2,2.3571303806773587,3.335697012032279,10.0,5.850320294487136,3.6462751560274858,1.6285934743497708,571183.9872283817,2015,1,1
2015-01-29,Urban,Condo,1453.8999443238272,3,3,9.460734538730017,3.12748413035534,6.597726620053133,5.65172567602275,3.1715439650671806,1.4015666986193296,661147.8988500293,2015,1,1
2015-01-29,Rural,Condo,2740.8565485671384,2,2,4.824513256853924,3.866341630720693,7.683702819667163,5.564954925018469,2.674380205702571,1.25242374001965,421533.1557384579,2015,1,1
2015-01-30,Urban,Condo,2792.9820571980217,3,2,0.08463970877219185,4.633395041204771,7.068646667653777,5.7897486864650665,3.3025607912962283,1.3621807009119558,787736.095961141,2015,1,1
2015-01-30,Rural,Apartment,1759.8274885970159,2,2,24.127457285838496,10.306178091283764,5.832488530793242,5.314973728916648,2.253097712215346,1.5501428193518585,238335.2592585497,2015,1,1
2015-01-30,Suburban,Apartment,1386.521155131483,1,1,0.21991112571681773,11.352050519191037,5.713773812259462,6.199992175644569,3.8424711393252102,1.5497365755786212,297736.601373085,2015,1,1
2015-01-30,Suburban,House,1518.2167446860528,2,2,14.212375566761224,3.2243105785289456,6.486808842536209,5.64492956871213,2.680810405993533,1.290214365885966,512874.3677983889,2015,1,1
2015-01-31,Rural,Townhouse,1781.5085062249555,3,2,8.697572051614792,21.99180754108494,2.8910455798843775,5.306055135073785,3.295655247322666,1.6550853114018715,223672.67627410413,2015,1,1
2015-01-31,Suburban,Townhouse,1626.1443744193136,1,1,3.506715827646644,3.533666166172869,4.801342490595727,6.06219288449901,2.7064441535544237,1.1868363256848995,371356.445952112,2015,1,1
2015-02-01,Suburban,Apartment,2023.8726398603076,2,1,24.723072586070572,9.093309872430584,6.245862050332848,5.553158139099141,3.372257260089833,1.662805054686873,305518.51088641846,2015,2,1
2015-02-01,Metropolitan,Condo,1243.7204543062528,1,1,18.215264063085424,2.999290769500895,8.091604970754664,5.444191410903456,2.581416857643255,1.6637813404405288,580739.2011156117,2015,2,1
2015-02-01,Suburban,Townhouse,4001.6416413488737,6,4,21.05057326197678,6.051783683454911,3.941412727878473,6.199343618636132,3.86537976253507,1.5639709037907696,835427.868422554,2015,2,1
2015-02-01,Suburban,Townhouse,1124.974283417882,1,1,50.0,4.1113420705647545,7.378139672541698,5.575758709897926,3.198796949960348,1.8805157990390728,258303.4540877379,2015,2,1
2015-02-02,Metropolitan,Villa,3502.293150532758,4,3,36.594973291365775,4.214656818735403,5.88243965027565,5.828837903665409,2.869238105930039,1.348733843092455,1529984.4679224167,2015,2,1
2015-02-02,Urban,Condo,1656.2773293783712,3,2,8.73384193706403,16.30562468167369,5.2928358526140595,6.007286448386627,3.6284207429158775,1.8823055613155038,570247.3689666899,2015,2,1
2015-02-03,Metropolitan,Condo,2718.0213240888875,3,2,1.6162433735216803,11.271442505457552,6.740679091808644,5.593789015596065,3.497466323062645,1.277199779283312,946533.9014905943,2015,2,1
2015-02-03,Metropolitan,Townhouse,1245.2492685088223,1,1,15.25768580015014,9.779492084333633,5.3580602746334804,5.804549711841307,3.015219118230293,1.8041107422081288,473993.30446849315,2015,2,1
2015-02-03,Suburban,Villa,2079.4378617373727,3,2,11.384547353460405,23.455920354059817,4.218095421053248,5.673357218129221,2.226155046249779,1.3603230913112976,645830.2209331271,2015,2,1
2015-02-03,Rural,Villa,2796.635521674037,4,3,5.703803436334154,3.947530412987374,7.757398926718066,6.101642901277164,2.8096133303981135,1.4343624201301752,688394.9370826798,2015,2,1
2015-02-03,Urban,Townhouse,2718.8874662264034,3,2,0.9969595955865878,6.878349015191876,5.358135209738361,5.567749604992145,2.8186674481524303,1.7805202500812278,762555.3683963483,2015,2,1
2015-02-03,Urban,Villa,1024.4412759329794,1,1,29.25168098510709,9.81751447001368,6.122189854418736,5.9801992790431076,3.9241941513958425,1.8890924893619818,542360.7209042012,2015,2,1
2015-02-04,Rural,House,1599.9211566045851,3,2,12.403463825929155,0.499191307886773,7.321057193750502,5.818760261324795,3.971310836823468,1.3296688049591943,337496.77410223254,2015,2,1
2015-02-04,Suburban,Condo,970.2348790801807,1,1,0.48013153520907287,15.008131761348347,5.13888394866735,5.664590960144255,3.909113088087057,1.5019275802224155,266890.21049640287,2015,2,1
2015-02-04,Metropolitan,Condo,3199.3867821388735,4,3,11.508376418080934,24.290356304448242,3.6292764388390104,5.691070964162782,2.828160079785934,1.096740098221086,1053318.92318154,2015,2,1
2015-02-04,Metropolitan,House,894.2379825639886,2,1,0.8776922948061159,13.889028737423319,5.140550971484789,5.60373778499159,2.95762546261638,1.5350419087542133,470869.4998388401,2015,2,1
2015-02-05,Suburban,Villa,1202.549157935655,2,2,10.221238849227845,7.697330985672272,7.221652788353067,5.24490647522168,2.617780689445486,1.4139336433720011,484063.68974912586,2015,2,1
2015-02-05,Rural,Villa,1793.9788070310046,2,1,6.847095906594704,3.187633310821374,6.214157430377801,5.055330492172444,2.7605793053190584,1.418918339902157,393981.49295810505,2015,2,1
2015-02-05,Metropolitan,Villa,1390.1548495094644,2,2,5.95339464840961,2.933541088184003,6.706173438640745,5.610127384735286,4.112949097149135,1.8369493024812236,1020342.850682554,2015,2,1
2015-02-05,Metropolitan,Apartment,1258.7468372982096,2,2,20.51807303491009,12.365350761362645,5.651771152809098,6.055336622805795,2.634885514547342,1.860591929476811,430218.62203356856,2015,2,1
2015-02-05,Metropolitan,Townhouse,3328.974030758651,5,4,13.495740532993324,18.942576095496054,6.601997643154913,5.515209666289009,2.6718495304939665,1.2440534186706582,1037891.0071520412,2015,2,1
2015-02-05,Rural,House,964.860914321334,1,1,19.00896277098826,25.096187774085283,3.048361884047571,5.522023821117123,2.0902645558903323,1.5574761875155656,153935.04345434738,2015,2,1
2015-02-05,Urban,Townhouse,1008.7727048232895,2,1,18.458627695608627,9.481882065415583,5.670757851331391,6.129497002236883,3.1091085389531723,1.7686555521210654,317081.0824628297,2015,2,1
2015-02-05,Metropolitan,Condo,1448.4323585581637,3,2,12.522128955853825,4.921336376446578,7.222773520159887,6.389356623590434,3.4373044527867957,1.415974626124225,566619.6007450037,2015,2,1
2015-02-06,Metropolitan,Apartment,2492.1569927041496,3,3,10.536364007598335,4.430062122692413,7.395065275492245,5.512051914045386,3.1034129598367266,1.6879337912038124,715544.4738966413,2015,2,1
2015-02-06,Suburban,Condo,2754.641456400219,3,2,6.210889347365667,16.594825720692764,6.280681572559033,4.8644178550779795,3.135533120443631,1.5843617264122658,567254.8402047016,2015,2,1
2015-02-07,Rural,Condo,1916.4307620336913,1,1,9.662153166292294,12.767588344758913,5.898068824211743,5.732863236238886,3.539454122564147,1.8301609866313084,290217.7706416521,2015,2,1
2015-02-07,Suburban,House,1996.5283328266867,2,2,13.924524107671886,4.862902277537921,7.732626355676225,5.873760793617503,2.7068751357148373,1.397389220791797,482968.1518886825,2015,2,1
2015-02-07,Suburban,Apartment,1979.0094697529782,3,2,50.0,21.35245216087513,7.190905067438303,5.352855565417191,2.8104887951779793,1.4469614406537024,304868.95708043815,2015,2,1
2015-02-07,Suburban,House,2396.9872253355097,3,3,3.5754330254471216,8.522309480333517,6.111014243007936,5.480686690736163,3.136585439339229,1.3764148341344105,716239.2514207913,2015,2,1
2015-02-07,Rural,Townhouse,1293.2899271541717,2,1,10.265982882589746,11.559658067360811,6.4507899147728125,5.773545514933911,3.276918403449909,1.5065920420396053,239334.0885574974,2015,2,1
2015-02-07,Rural,Villa,5000.0,6,4,15.807898267133098,2.6964374668005697,6.500287913296164,5.849824092672576,2.9937108294922483,1.5994136048115237,905761.6766406537,2015,2,1
2015-02-08,Rural,Apartment,2040.1432654381558,3,2,35.298284698064435,5.9176175409838985,6.06909173045928,6.31633020041762,2.5374192719017623,1.6453964564575496,281257.9356730251,2015,2,1
2015-02-08,Suburban,Apartment,1944.2699120691627,3,3,16.129493286109238,2.9425290898499927,7.3060390986235415,6.297512592971022,3.884300465676612,1.6648921739430844,382284.640859637,2015,2,1
2015-02-08,Rural,House,812.7407450573235,1,1,5.2891976380602275,1.5104378640948626,6.28884406658336,6.1180251960407945,2.607163405647776,1.458118652441931,253359.63849187657,2015,2,1
2015-02-09,Urban,House,2317.637970913775,3,2,14.53634259952776,7.690138439371182,7.581292886579696,5.7927078449272855,3.627657559501969,1.4995166593504625,790666.4623256557,2015,2,1
2015-02-09,Metropolitan,Villa,1438.6655978724436,2,1,20.542101270239776,12.110508023467625,6.401201762135402,6.494530772681382,3.3203566232346007,1.4872709678996408,588211.9788080864,2015,2,1
2015-02-10,Urban,Villa,4603.9283301261685,6,4,24.084470811555356,4.13005027903654,7.482161939403189,6.607563503383535,3.334742427639999,1.3795531929446936,1710545.1169172975,2015,2,1
2015-02-10,Urban,Villa,1128.7886364939802,1,1,21.73161141121976,2.5456139476183948,4.499556428594666,5.89817831459683,3.6634729248363023,1.531757945115768,488605.31041737343,2015,2,1
2015-02-10,Suburban,Condo,1158.8489715816443,1,1,22.110026544363773,20.190043565517097,6.985173826227999,5.441184685918452,2.3546579988926855,1.604708056472798,287688.14852984383,2015,2,1
2015-02-10,Urban,House,988.5509141018625,2,2,0.11911478095164146,16.645496917001147,5.245185768868732,5.494159966474153,3.2867293057768947,1.6658949369438436,469442.5084655647,2015,2,1
2015-02-11,Rural,House,1470.4554705505582,2,2,2.8863581929726756,1.298787487525972,7.412002533667616,5.878642097032068,3.5496263228555005,1.6904702557888713,414736.68399978563,2015,2,1
2015-02-11,Metropolitan,Apartment,1538.8978499442337,1,1,28.556105898789106,14.466675067774517,5.321625675987099,5.8923145036290405,2.053615004479845,1.5453109106279685,353434.84906167944,2015,2,1
2015-02-11,Suburban,Apartment,3199.2509523348785,4,3,18.68259471608934,12.202616580543122,6.543969709199241,5.522611624800799,2.3510076675270994,1.2507368338348448,569221.3499608821,2015,2,1
2015-02-12,Metropolitan,Apartment,3043.9523555480764,4,3,14.498000390205679,2.720901202663481,6.917099914922926,6.246812349801685,4.019610640135207,1.1121191321758432,976476.8154382623,2015,2,1
2015-02-12,Suburban,Villa,1481.1553964348452,2,2,21.99351356143968,17.461933291052784,4.348611322075519,6.256786922226777,3.2665588240144303,1.5990314898866151,411748.99348689575,2015,2,1
2015-02-12,Metropolitan,Apartment,1207.0975254857572,2,1,4.3766215347062465,10.09397188728599,6.394745127482117,6.215308750340016,2.4265477119455845,1.3738312676217195,479785.1400250735,2015,2,1
2015-02-13,Metropolitan,Condo,4205.892250183815,6,4,2.5130933555313906,3.8013737619250687,6.244916838861321,5.797523449100579,2.7993286343292927,1.6262124258792907,1456913.601824099,2015,2,1
2015-02-13,Urban,Apartment,2559.8316123720397,3,3,1.0738278423978287,11.371065471307721,5.358072163129162,5.781932144881209,2.679265836178064,1.3851503108299528,613690.8105803155,2015,2,1
